ID_REF	C11	C16	P11	P16	AA15	HD2	HD13	E4	L1	L8	C12	C17	P12	AA11	AA16	HD8	HD14	E5	L2	L10	C13	C18	P13	AA12	AA19	HD9	E1	E6	L3	L12	C14	P1	P14	AA13	AA20	HD11	E2	E7	L4	C15	P5	P15	AA14	HD1	HD12	E3	E8	L7
hsa-miR-450b-5p-4395318	8.10973075	11.29394725	3.083927	9.771207	10.07768025	11.059795	5.74815475	9.84896725	3.39869	6.5340235	6.38926325	7.092028	9.24231225	3.53788075	6.43849675	13.578199	12.749861	9.00742675	1.0371875	9.388087	3.21603975	0.78291725	6.2088015	7.5265945	9.42138075	8.2836525	0.5552275	9.56474775	7.4912015	11.08246925	3.126016	6.29566625	3.772319	11.259917	10.9223775	9.2864085	7.86677975	10.07919325	7.984446	10.5969905	2.82552475	6.303159	12.18208425	6.7683285	7.19784	2.92556875	10.96733375	4.48327925
hsa-miR-451-4373360	-7.43664725	-7.79547475	-6.06127	-8.902293	-7.13962575	-7.455544	-7.44533125	-8.66050875	-8.243212	-2.8396605	-7.86002175	-8.071064	-8.47936375	-9.02994825	-5.81503425	-4.737568	-6.431642	-7.11909325	-14.9177595	-7.951367	-6.62597525	-7.21137175	-4.2987995	-8.3112155	-7.74427025	-7.6156855	-6.2151235	-10.20934825	-6.5511625	-7.50840475	-8.106869	-5.42932575	-9.052577	-6.956542	-6.3204695	-7.3810565	-7.22237725	-8.38486875	-5.959991	-6.8619575	-9.80546025	-7.397884	-4.42610475	-9.6807865	-7.31233	-10.30637625	-10.00202125	-7.47034075
hsa-miR-452-4395440	6.73953775	9.77803225	4.788257	2.089395	3.68572425	2.082033	9.84181675	2.67301425	-1.59248	6.5340235	10.97731025	5.455843	1.07556825	6.38867675	5.59278975	3.719202	12.749861	2.24585675	-5.5624105	0.804664	1.79701775	9.28360625	6.6286315	1.6865195	9.42138075	9.5368925	-0.4419035	3.45640275	4.6236455	3.28385425	3.126016	5.70288025	4.329236	3.973628	10.9223775	11.8751615	1.27441875	3.80894325	2.849773	6.4680995	2.01487875	4.997693	4.83322425	0.1829155	3.880365	2.92556875	5.20122075	3.40713525
hsa-miR-453-4395429	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	10.931614	10.96115275	9.28360625	13.9395215	10.1755045	3.98244075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-454-4395434	0.33560275	0.55638725	-0.30085	0.547006	0.02350625	-0.978758	-0.50720725	-0.57177475	-2.37534	-1.9079365	-1.58007575	-1.904518	-1.08013275	-2.05770725	-1.00164525	-1.34278	1.223581	-2.14154025	-5.8507525	-2.326729	-0.35883325	0.81067925	2.1478815	-0.6281185	0.21261175	-1.3213395	-1.9677715	-0.09380825	-1.5040375	-2.38039275	-5.311625	2.61212225	-1.317126	-0.663402	1.6935795	-1.2058205	0.98953875	0.37562225	-0.862749	-0.6665285	-2.98831025	0.500263	2.14312125	-2.7457045	-0.874119	2.92556875	0.21423075	0.31885725
hsa-miR-455-3p-4395355	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	6.41655475	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	6.458074	12.749861	9.95544675	1.0371875	11.869457	10.96115275	4.09701625	13.9395215	3.1970805	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	2.778039	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	9.08703375	5.02847925
hsa-miR-455-5p-4378098	12.90593775	5.93555725	12.209207	9.771207	10.07768025	11.059795	9.84181675	2.15412725	0.83877	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	8.62831425	3.126016	14.03011625	4.451549	11.496173	4.9226215	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	3.89680375	9.82012925
hsa-miR-483-5p-4395449	0.69859575	1.11137425	-0.497029	-1.766064	-0.37023975	-0.151997	-2.15652925	-0.50587775	-3.083506	-2.3096085	-0.20664775	-0.844472	-2.62016375	6.38867675	-1.78111925	1.204027	0.853226	-0.10706425	-6.2850555	-0.239703	-1.02775425	-2.13538675	2.3280275	-2.9941505	-2.92235425	-0.0722635	-1.7732025	-2.82318425	-1.6317745	-1.03650575	1.553286	2.54638225	-1.444203	0.203712	-0.8947025	0.9525065	-4.23834225	-1.96740475	-0.529118	0.4108275	-0.38497825	0.358508	0.87243725	-1.5121005	-0.041845	2.92556875	-0.32815125	-2.18548775
hsa-miR-484-4381032	-7.60428925	-8.25674675	-7.646258	-8.4173	-8.98639175	-9.601893	-9.94506525	-9.11262675	-12.224789	-5.9518025	-8.61139975	-8.365488	-10.59971175	-10.95788425	-9.31790725	-6.093834	-7.153896	-10.38737825	-16.1807405	-11.580986	-8.70403925	-9.70144975	-6.0262815	-10.4149615	-9.58230625	-9.6060595	-10.6366245	-11.11482525	-10.8524295	-9.58266875	-11.095467	-5.98990475	-9.927723	-8.328761	-8.5180565	-8.3807705	-8.42881925	-8.84460475	-9.984648	-8.1546695	-9.17041025	-8.178927	-6.27454275	-11.5555675	-9.517555	-12.13079525	-9.90027625	-9.03681075
hsa-miR-485-3p-4378095	0.53453475	0.46858425	-0.013346	-0.172129	-1.92515575	-2.863522	2.27365175	-0.21025375	-3.93267	6.5340235	0.01880225	0.582158	-3.49800775	-1.28924325	0.56061475	1.621677	2.645519	-3.89838025	-9.3294965	-4.373385	1.05824775	0.30316625	1.3450545	-2.4391455	2.79736475	-1.2290705	-1.5115425	0.69134075	-3.8507765	-0.71423375	3.126016	1.45568425	-0.891387	-2.183577	3.0058625	-1.3918405	-1.27404125	7.51831325	-0.24052	-1.1953475	-0.57655025	0.777739	1.76924425	-5.1333105	-3.448645	-5.09705825	2.48508375	-1.61478775
hsa-miR-485-5p-4373212	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	4.4978	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	9.096339	12.749861	6.41198975	1.0371875	5.244251	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.1027075	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-486-3p-4395204	0.96934175	0.08080725	1.046983	-1.140462	-0.71760375	1.26543	-1.95718725	-1.40991175	-1.062706	6.5340235	-1.02708975	-0.576324	-2.00802375	-3.32807325	-1.33536225	1.87791	0.853644	-1.39728525	-9.2743475	-0.541071	1.46045675	-1.31610975	3.1321375	-1.7228075	-1.94236425	-1.2143475	0.5772095	-3.17440725	0.4785755	0.55020225	-4.395529	2.26897925	-2.051629	0.376149	-0.3796705	-0.3459955	0.29767775	-0.55627675	0.666983	0.8380655	-1.76343025	0.621707	1.59303225	-1.5025625	0.22078	-6.08981125	-2.65389325	-1.10421775
hsa-miR-486-5p-4378096	-3.96281725	-4.55157875	-2.972756	-4.950921	-6.38395575	-4.100443	-6.78389125	-6.02101975	-5.42869	-3.2359695	-4.68653875	-5.590412	-7.56144075	-9.75949725	-5.98320125	-3.398941	-3.968389	-5.00478725	-14.2340125	-4.64295	-4.34465725	-6.52969875	-1.7013705	-6.8025745	-5.91125525	-6.5075605	-4.1788175	-7.26080025	-4.7815125	-3.97916475	-11.4732	-2.80743475	-6.250203	-4.215089	-4.7539745	-4.5422485	-4.12461625	-5.26298675	-3.580694	-3.8992675	-5.65481025	-4.367225	-2.42919575	-6.0344895	-3.973774	-10.39448825	-7.32891325	-4.77310575
hsa-miR-487a-4378097	12.90593775	11.29394725	6.44248	9.22442	10.07768025	11.059795	9.84181675	9.84896725	3.20068	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	7.071855	12.749861	3.81346675	1.0371875	2.568827	8.04464875	9.28360625	13.9395215	10.1755045	9.42138075	3.6781025	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	6.99174625	11.118009	11.496173	9.6845845	5.8787895	9.28703775	10.07919325	11.435896	5.5862545	9.53133175	7.489186	12.18208425	9.8770555	6.806545	2.92556875	10.96733375	9.82012925
hsa-miR-487b-4378102	4.07771375	3.32738325	3.402593	3.483491	10.07768025	0.13607	9.84181675	9.84896725	-1.02837	6.5340235	4.23888025	3.60814	0.91475525	6.38867675	6.35518275	6.578844	12.749861	1.75172275	-3.7825755	-1.410824	10.96115275	9.28360625	7.6018065	1.5305245	2.51270075	-0.2857355	1.3320275	9.56474775	-1.1218195	1.85275925	3.126016	4.43074325	3.263029	2.122167	9.5089375	0.9672465	7.97832575	10.07919325	2.983374	1.3592775	2.39828675	4.506593	5.50716125	-2.2095595	-0.742075	2.92556875	8.30262675	1.87291325
hsa-miR-488-4395468	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-489-4395469	12.90593775	11.29394725	12.209207	9.771207	10.07768025	3.394875	9.84181675	7.42947225	3.221037	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	4.733001	9.95544675	1.0371875	9.089187	10.96115275	9.28360625	12.0693215	3.3434245	9.42138075	9.5368925	10.9184175	9.56474775	8.8841725	11.08246925	3.126016	14.03011625	6.014444	11.496173	10.9223775	11.8751615	9.28703775	4.66621825	11.435896	4.8377945	4.16939175	12.254773	12.18208425	7.0057295	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-490-3p-4373215	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	8.18122725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	7.231587	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-491-3p-4395471	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	3.14325	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	4.097709	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	4.6614975	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	4.090181	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	4.938635	2.92556875	10.96733375	9.82012925
hsa-miR-491-5p-4381053	2.54984175	2.12263525	1.966411	2.054834	2.31808025	0.152111	9.84181675	3.84278725	-1.23783	6.5340235	1.88122325	1.80879	1.27213525	-0.30832925	2.75096975	3.480898	2.735197	0.18355775	-7.1576505	-2.08733	1.30195775	2.83022925	4.2434805	-0.4599255	2.43560575	3.9800575	-0.3473025	2.59432775	-0.4984145	-0.12296075	3.126016	2.78575025	1.337596	2.341476	2.9467375	2.1288215	0.58098075	10.07919325	1.005991	2.7089665	-0.67273125	1.388635	3.48537725	-1.8947965	-0.386465	2.92556875	4.40526875	2.78371925
hsa-miR-493-4395475	6.92678775	11.29394725	3.820709	9.771207	5.74651025	1.421105	9.84181675	9.84896725	1.398979	5.7225035	10.97731025	11.35961	4.18627425	6.38867675	9.42103275	6.929906	12.749861	9.95544675	1.0371875	-0.672055	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	4.3208675	9.56474775	1.1593615	8.47554325	3.126016	6.06550625	11.118009	5.445685	10.9223775	3.4606085	9.28703775	10.07919325	4.688349	4.4955615	4.52970675	12.254773	4.87392425	0.3258985	2.536021	2.92556875	10.96733375	9.82012925
hsa-miR-494-4395476	1.24138475	1.37729825	1.482564	0.556708	-0.64696375	-2.00738	1.99651075	1.46516725	-2.8473	6.5340235	0.67329425	1.972132	-2.15512175	-0.36373025	9.42103275	2.802377	5.678328	-1.09400525	-7.6076505	-2.98383	4.48388875	9.28360625	5.0544755	-1.6802775	3.42403575	0.2076195	0.3431765	5.49885775	-2.6827955	0.63184625	3.126016	3.36883425	1.813894	0.019243	4.9226675	-0.8015165	-0.50335225	6.10482825	0.745949	0.5179615	-0.03596725	2.338893	12.18208425	-3.2657725	-2.314708	-3.65957525	6.48011375	-0.02097375
hsa-miR-495-4381078	-0.19421325	0.12963525	-0.851557	-0.001413	-1.74577575	-3.971306	4.30085075	-0.11845275	-5.638506	6.5340235	-0.35852575	0.764897	-3.97761475	-2.80178125	1.22658475	0.782823	2.777256	-4.52210525	-10.6172925	-5.962616	1.12087275	0.02451225	1.9075815	-3.6633355	0.55724675	-2.4538605	-3.0345185	-1.09473525	-5.0073735	-2.27797175	3.126016	0.02489725	-1.877041	-1.665339	2.7804895	-2.2032285	-2.59243125	2.13078325	-2.274347	-1.8858125	-2.70427125	-0.783069	3.17328225	-6.2004875	-4.401281	-6.02410625	3.36053375	-2.57886075
hsa-miR-496-4386771	4.35585675	11.29394725	12.209207	2.679799	10.07768025	2.480608	9.84181675	9.84896725	0.407806	6.5340235	10.97731025	11.35961	9.24231225	0.13138675	9.42103275	13.578199	12.749861	1.79260275	1.0371875	1.591541	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	1.5884725	4.49809225	3.126016	14.03011625	11.118009	11.496173	10.9223775	5.4387515	9.28703775	10.07919325	4.020486	12.2773645	9.53133175	12.254773	12.18208425	1.7738275	2.879029	2.92556875	10.96733375	9.82012925
hsa-miR-499-3p-4395538	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-499-5p-4381047	12.90593775	11.29394725	12.209207	9.771207	10.07768025	8.498475	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	10.892331	9.95544675	1.0371875	5.692371	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	6.51007425	3.126016	14.03011625	11.118009	11.256271	10.9223775	11.8751615	9.28703775	10.07919325	9.308878	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-500-4395539	1.93842575	2.12892325	4.708377	9.771207	10.07768025	3.025383	3.05022675	9.84896725	1.981504	6.5340235	1.27979525	3.16454	3.95432525	6.38867675	9.42103275	4.273708	5.131891	9.95544675	1.0371875	3.251467	4.07060775	3.52532625	13.9395215	1.7122345	5.08209775	9.5368925	3.6439235	3.20368275	2.1582955	6.57613325	3.126016	7.29710325	6.496435	5.935553	4.2330425	3.2456815	4.28727475	5.02669525	9.170874	4.8857145	3.21667175	3.551251	12.18208425	4.1453855	5.171183	2.92556875	10.96733375	9.82012925
hsa-miR-501-3p-4395546	5.30929775	3.67663025	4.465723	9.771207	10.07768025	7.925613	4.31765075	5.58694725	-0.220747	6.5340235	6.29139025	5.89184	9.24231225	6.38867675	9.42103275	5.790779	12.749861	2.53161675	1.0371875	1.75338	3.38325675	3.05716225	7.0486865	4.6756945	2.18999675	4.6793125	-0.1207825	1.64930075	3.0309935	4.66164325	3.126016	8.79381125	2.766532	8.528079	10.9223775	4.1666615	4.67421475	6.25466325	3.538584	5.9173065	2.90022175	4.463429	12.18208425	2.5718855	6.123068	2.92556875	3.48002875	3.06545625
hsa-miR-501-5p-4373226	3.16604275	11.29394725	7.306833	9.771207	10.07768025	11.059795	9.84181675	9.84896725	9.439493	6.5340235	4.45552825	4.65885	9.24231225	6.38867675	9.42103275	11.015585	9.991339	9.95544675	1.0371875	6.808021	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.2865875	5.8424325	8.08713975	4.2081095	11.08246925	3.126016	11.10807325	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	10.173156	6.3366715	9.53133175	11.749165	11.52055825	9.8770555	9.659102	2.92556875	10.96733375	9.82012925
hsa-miR-502-3p-4395194	3.62794375	1.74486925	2.855417	7.460843	1.54484125	2.217908	2.99293175	1.62357625	-0.56603	6.5340235	2.50815425	3.164147	1.14637425	-1.15305325	2.73528775	4.999279	10.683928	-0.46222025	1.0371875	1.946737	3.41751975	1.70908225	4.4317265	2.1413115	5.61138275	1.4681095	1.1337345	4.06979775	1.1097165	6.47437925	3.126016	4.51159225	0.67703	2.78544	5.8894035	1.9872565	2.55005375	5.01458025	1.318579	3.5266355	1.19752675	5.225697	5.21587825	-0.0011355	1.326018	2.92556875	4.05044075	7.56937425
hsa-miR-502-5p-4373227	4.44940975	11.29394725	5.391317	9.771207	1.62141725	6.838119	4.61233975	9.84896725	4.453863	6.5340235	2.64041325	6.086207	9.24231225	6.38867675	9.42103275	7.177507	5.789736	9.95544675	1.0371875	2.39319	10.96115275	9.28360625	13.9395215	5.7514395	9.42138075	4.6558655	10.9184175	9.56474775	8.2138815	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	7.337702	12.2773645	1.89731775	5.424279	12.18208425	2.4203405	10.953295	2.92556875	3.01248375	1.88907625
hsa-miR-503-4373228	6.38009275	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	4.613596	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	5.013393	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	6.7507385	6.63329925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	4.5670355	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-504-4395195	12.90593775	11.29394725	12.209207	9.771207	10.07768025	9.198013	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	10.14720925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-505-4395200	3.86000775	1.73969825	4.423457	4.285234	10.07768025	2.026022	2.62866675	1.21889025	-1.87973	6.5340235	2.47852125	2.970719	3.21893225	6.38867675	9.42103275	4.52164	6.697101	4.60667675	1.0371875	-0.559838	3.96890275	2.40322625	3.9200015	-0.0642835	1.14489875	0.8655385	-0.5821815	1.70991775	0.3183695	0.93085825	3.126016	3.59378925	0.658683	1.811706	10.9223775	3.8135755	2.08487375	10.07919325	0.69301	1.7634445	3.88224975	3.869656	12.18208425	-0.1474925	3.041991	2.92556875	0.90824175	1.36544625
hsa-miR-507-4373232	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	7.762549	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-508-3p-4373233	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	3.76054325	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-508-5p-4395203	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-509-5p-4395346	12.90593775	11.29394725	11.330977	9.771207	10.07768025	7.705661	8.04659675	5.77437725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	6.13204275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	4.78945975	10.1725755	11.08246925	3.126016	14.03011625	11.118009	5.047483	4.9138325	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	10.32832025	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-510-4395352	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-512-3p-4381034	3.35207975	11.29394725	3.726829	5.225583	10.07768025	11.059795	9.84181675	9.84896725	2.919405	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	8.080732	6.868643	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	4.61992225	3.126016	7.24896625	2.875156	7.513893	10.9223775	11.8751615	1.05760275	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-512-5p-4373238	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	7.6772345	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-513-5p-4395201	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-515-3p-4395480	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-515-5p-4373242	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	3.52126225	3.126016	11.59123925	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	6.91269025	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-516a-5p-4395527	12.90593775	11.29394725	12.209207	9.771207	10.07768025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
hsa-miR-516b-4395172	12.90593775	11.29394725	12.209207	9.771207	8.28303025	11.059795	9.84181675	9.84896725	10.44515	6.5340235	10.97731025	11.35961	9.24231225	6.38867675	9.42103275	13.578199	12.749861	9.95544675	1.0371875	11.869457	10.96115275	9.28360625	13.9395215	10.1755045	9.42138075	9.5368925	10.9184175	9.56474775	10.1725755	11.08246925	3.126016	14.03011625	11.118009	11.496173	10.9223775	11.8751615	9.28703775	10.07919325	11.435896	12.2773645	9.53133175	12.254773	12.18208425	9.8770555	10.953295	2.92556875	10.96733375	9.82012925
